,sqfeet,beds,baths,income,density,rental,sale,TBE,city
0,574.1764966986543,2,1,13336.595855480842,19901.403857832665,1812.7131428571429,49300.0,27.19680176329215,"Philadelphia, PA"
1,919.4224050824134,2,1,129153.1003411862,65315.10853495183,3891.38,993589.409938041,255.33086204329595,"New York, NY"
2,938.6217040871704,3,1,128661.83821463784,79808.86557306015,3784.232,770262.4077680351,203.5452392369271,"Long Island City, NY"
3,1590.8331518238506,1,2,20638.01225836629,17942.975225220922,3727.932,344514.945,92.41449280727224,"Los Angeles, CA"
4,681.3000471060562,1,1,11368.0,19487.11043195116,2040.9719047619049,86846.0,42.55129617285509,"Philadelphia, PA"
5,853.1254250411394,2,1,11368.0,18674.09273158313,2543.343587301587,129177.5,50.790424323696485,"Philadelphia, PA"
6,1035.557723788209,2,1,16360.120168786156,19426.113492733653,2477.564,90380.04833333334,36.47940006124296,"Philadelphia, PA"
7,719.919088007463,2,1,15716.72420114696,39808.7091486324,2991.336,129783.9008497506,43.38660078632111,"Bronx, NY"
8,1911.376732467162,1,2,17073.81400212612,18514.492700056984,3417.21,300649.835,87.98108252053576,"Philadelphia, PA"
9,1747.7357702533086,1,1,18081.24318758571,19107.814842689688,3619.862,332433.895,91.83606861256035,"Philadelphia, PA"
10,816.1054122348596,2,1,17374.814877082285,46269.70654469032,3003.397066666666,183369.98863636365,61.05419448913482,"San Francisco, CA"
11,1249.686799025,2,3,18207.64886314725,19386.97266915044,3185.3516666666665,212262.61666666667,66.63710600242464,"Philadelphia, PA"
12,882.2762092839308,2,1,135619.54584893855,69117.79547337144,3832.616,874258.0521020633,228.1100042639449,"New York, NY"
13,1515.4976716882193,1,4,21047.41778858397,18595.84889855772,3358.874,245105.375,72.97248274272867,"Miami, FL"
14,944.9977428870592,2,1,130835.02395083536,71561.87392953916,3885.572,892552.2871839895,229.70936767713724,"New York, NY"
15,1289.3838266319913,2,3,18990.471319050805,18364.187178011354,3249.6556666666665,226935.3071428572,69.83364713703223,"Philadelphia, PA"
16,982.176933073928,2,1,128308.92090064418,70503.38767559941,3879.656,880363.1879201294,226.9178473349517,"New York, NY"
